id,date_publication,titre,entreprise,ville,type_contrat,secteur,niveau_requis,competences,salaire,teletravail,experience_requise_ans,mois,trimestre,categorie,est_stage
1822,2023-11-04,Stagiaire Data Science,Shift Technology,Paris,CDI,HealthTech,Bac+4,"PyTorch, Scikit-learn, Airflow, Power BI, Tableau, AWS",56795.0,Non,3,2023-11,2023Q4,Stage,False
1823,2024-06-27,Data Analyst,Kayrros,Nantes,Freelance,DeepTech,Bac+3,"Spark, TensorFlow, GCP, NLP, Python, SQL, Hugging Face",689.0,Non,2,2024-06,2024Q2,Data Analysis,False
1824,2024-02-10,Data Analyst,Owkin,Paris,CDI,HealthTech,Bac+8 (PhD),"Kubernetes, Azure, RAG, Python, API REST",41429.0,Oui,2,2024-02,2024Q1,Data Analysis,False
1825,2024-02-10,Stagiaire Data Science,Kayrros,Paris,CDI,LegalTech,Bac+5,"AWS, Scikit-learn, Deep Learning, Airflow, SQL, Python",49565.0,Hybride,3,2024-02,2024Q1,Stage,False
1826,2024-03-25,Data Analyst,BlaBlaCar,Paris,CDI,LegalTech,Bac+5,"API REST, GCP, Git, Azure, Airflow, RAG, Python",45988.0,Hybride,5,2024-03,2024Q1,Data Analysis,False
1827,2024-03-24,Data Analyst,Dataiku,Grenoble,CDI,EdTech,Bac+4,"PyTorch, SQL, Airflow, Hugging Face, Computer Vision",68320.0,Hybride,3,2024-03,2024Q1,Data Analysis,False
1828,2024-05-08,Computer Vision Engineer,Ekimetrics,Paris,Stage,SaaS,Bac+5,"Hugging Face, Computer Vision, NLP, Azure, Spark, Machine Learning",1180.0,Hybride,2,2024-05,2024Q2,Data Engineering,True
1829,2023-09-20,Stagiaire Data Analyst,Back Market,Paris,CDI,EdTech,Bac+8 (PhD),"Power BI, Tableau, Hugging Face",37656.0,Oui,2,2023-09,2023Q3,Data Analysis,False
1830,2024-01-03,NLP Engineer,Withings,Lyon,CDI,FinTech,Bac+8 (PhD),"TensorFlow, Pandas, NLP",52709.0,Non,2,2024-01,2024Q1,Data Engineering,False
1831,2024-01-07,Stagiaire Data Science,PhotoRoom,Paris,CDI,LegalTech,Bac+5,"Spark, PyTorch, API REST, Kubernetes, Power BI",54294.0,Hybride,5,2024-01,2024Q1,Stage,False
1832,2023-11-22,MLOps Engineer,Mistral AI,Paris,CDI,HealthTech,Bac+5,"Hugging Face, Docker, RAG, GCP, Deep Learning, API REST, Scikit-learn",43583.0,Hybride,1,2023-11,2023Q4,ML Engineering,False
1833,2024-01-15,ML Engineer,Payfit,Paris,CDI,SaaS,Bac+5,"AWS, TensorFlow, Python, Pandas, Scikit-learn, SQL",43610.0,Hybride,0,2024-01,2024Q1,ML Engineering,False
1834,2024-01-26,Data Analyst,Mistral AI,Paris,Freelance,EdTech,Bac+4,"Power BI, SQL, PyTorch",541.0,Oui,3,2024-01,2024Q1,Data Analysis,False
1835,2023-12-21,Data Analyst,Mirakl,Paris,CDI,E-commerce,Bac+5,"dbt, AWS, GCP, API REST",61169.0,Hybride,3,2023-12,2023Q4,Data Analysis,False
1836,2024-06-12,Stagiaire Data Science,Payfit,Paris,Freelance,EdTech,Bac+5,"TensorFlow, Deep Learning, Machine Learning, Scikit-learn, Python, LLM",678.0,Hybride,3,2024-06,2024Q2,Stage,False
1837,2024-05-02,Data Scientist,Withings,Paris,CDI,E-commerce,Bac+5,"LLM, Tableau, Airflow",53198.0,Oui,0,2024-05,2024Q2,Data Science,False
1838,2023-07-27,Data Analyst,Payfit,Lille,Stage,MarTech,Bac+3,"dbt, Computer Vision, Git, Spark, RAG, Scikit-learn",798.0,Non,0,2023-07,2023Q3,Data Analysis,True
1839,2024-05-19,MLOps Engineer,Dataiku,Paris,CDI,DeepTech,Bac+5,"SQL, Python, Airflow, LLM",41738.0,Non,1,2024-05,2024Q2,ML Engineering,False
1840,2024-05-27,Computer Vision Engineer,ManoMano,Lille,Alternance,HealthTech,Bac+5,"PyTorch, Pandas, Tableau",1158.0,Non,3,2024-05,2024Q2,Data Engineering,False
1841,2023-12-19,NLP Engineer,Owkin,Paris,Stage,RetailTech,Bac+5,"API REST, Azure, AWS",924.0,Hybride,2,2023-12,2023Q4,Data Engineering,True
1842,2023-08-03,Stagiaire Data Analyst,Shift Technology,Paris,CDI,SaaS,Bac+5,"Airflow, PyTorch, Hugging Face, AWS, Power BI, LLM, Computer Vision",54730.0,Hybride,2,2023-08,2023Q3,Data Analysis,False
1843,2023-12-16,Stagiaire Data Science,Doctolib,Grenoble,CDI,LegalTech,Bac+5,"AWS, Azure, SQL, Airflow, GCP, RAG",61967.0,Hybride,0,2023-12,2023Q4,Stage,False
1844,2023-08-18,AI Researcher,Doctolib,Paris,CDI,DeepTech,Bac+3,"RAG, Power BI, Deep Learning",59234.0,Oui,2,2023-08,2023Q3,Recherche IA,False
1845,2024-04-11,MLOps Engineer,Back Market,Paris,CDI,E-commerce,Bac+3,"PyTorch, NLP, Docker, AWS",58552.0,Oui,1,2024-04,2024Q2,ML Engineering,False
1846,2024-06-12,Stagiaire ML,PhotoRoom,Paris,CDI,EdTech,Bac+5,"dbt, Deep Learning, Scikit-learn, RAG, Azure, Tableau",74484.0,Hybride,0,2024-06,2024Q2,Stage,False
1847,2024-01-14,Stagiaire Data Science,Back Market,Paris,Stage,LegalTech,Bac+8 (PhD),"GCP, Azure, Docker, Hugging Face, Tableau, Git",657.0,Hybride,1,2024-01,2024Q1,Stage,True
1848,2023-11-23,Stagiaire Data Science,Owkin,Paris,CDI,SaaS,Bac+3,"Python, Airflow, Scikit-learn, Computer Vision, Docker, TensorFlow",60995.0,Oui,0,2023-11,2023Q4,Stage,False
1849,2023-11-07,MLOps Engineer,ManoMano,Paris,Stage,LegalTech,Bac+3,"Deep Learning, Tableau, TensorFlow, PyTorch, dbt",767.0,Hybride,2,2023-11,2023Q4,ML Engineering,True
1850,2024-06-01,AI Researcher,Back Market,Grenoble,CDI,DeepTech,Bac+4,"LLM, TensorFlow, Python, Computer Vision, RAG, Spark, Airflow",79011.0,Hybride,5,2024-06,2024Q2,Recherche IA,False
1851,2024-05-04,MLOps Engineer,Kayrros,Lyon,CDI,DeepTech,Bac+5,"Hugging Face, SQL, Power BI, TensorFlow",57896.0,Non,0,2024-05,2024Q2,ML Engineering,False
1852,2023-09-15,MLOps Engineer,Owkin,Paris,CDI,HealthTech,Bac+8 (PhD),"Hugging Face, RAG, Machine Learning, Power BI, Python, API REST",61784.0,Non,0,2023-09,2023Q3,ML Engineering,False
1853,2023-12-18,Data Engineer,Younited,Paris,CDI,MarTech,Bac+5,"RAG, API REST, Git",51967.0,Hybride,3,2023-12,2023Q4,Data Engineering,False
1854,2023-08-11,Stagiaire Data Analyst,Younited,Toulouse,CDI,LegalTech,Bac+5,"Pandas, GCP, Power BI, Deep Learning",54410.0,Non,5,2023-08,2023Q3,Data Analysis,False
1855,2024-04-24,NLP Engineer,Dataiku,Paris,CDI,EdTech,Bac+5,"Kubernetes, PyTorch, Spark",38436.0,Non,3,2024-04,2024Q2,Data Engineering,False
1856,2024-06-04,MLOps Engineer,Mistral AI,Lyon,CDI,RetailTech,Bac+5,"Tableau, Kubernetes, API REST",50615.0,Non,1,2024-06,2024Q2,ML Engineering,False
1857,2023-09-11,AI Researcher,BlaBlaCar,Paris,CDI,FinTech,Bac+4,"TensorFlow, Airflow, Deep Learning, Hugging Face, GCP, Power BI",58522.0,Oui,5,2023-09,2023Q3,Recherche IA,False
1858,2023-12-27,AI Researcher,Qonto,Lyon,Stage,SaaS,Bac+5,"Python, RAG, Power BI, Tableau, Machine Learning",772.0,Hybride,0,2023-12,2023Q4,Recherche IA,True
1859,2023-12-06,MLOps Engineer,ManoMano,Paris,CDI,E-commerce,Bac+5,"GCP, Airflow, Hugging Face, LLM",35922.0,Hybride,0,2023-12,2023Q4,ML Engineering,False
1860,2024-05-31,MLOps Engineer,Kayrros,Paris,CDI,HealthTech,Bac+4,"Git, Python, Tableau, Scikit-learn, LLM, TensorFlow, Deep Learning",46184.0,Non,1,2024-05,2024Q2,ML Engineering,False
1861,2024-06-22,NLP Engineer,Kayrros,Paris,Stage,E-commerce,Bac+5,"Deep Learning, Spark, Kubernetes, Hugging Face, PyTorch, Tableau, AWS",681.0,Non,3,2024-06,2024Q2,Data Engineering,True
1862,2024-06-04,Stagiaire Data Analyst,Swile,Lyon,CDI,EdTech,Bac+4,"Hugging Face, Spark, GCP, RAG, Tableau, API REST, LLM",57297.0,Hybride,2,2024-06,2024Q2,Data Analysis,False
1863,2024-01-17,Stagiaire Data Science,BlaBlaCar,Paris,Stage,FinTech,Bac+5,"GCP, Machine Learning, Kubernetes, RAG, Airflow",922.0,Oui,0,2024-01,2024Q1,Stage,True
1864,2023-09-05,Stagiaire Data Science,Dataiku,Paris,CDI,SaaS,Bac+8 (PhD),"Git, Hugging Face, AWS, PyTorch",69853.0,Non,0,2023-09,2023Q3,Stage,False
1865,2024-04-30,Stagiaire ML,Owkin,Paris,Stage,DeepTech,Bac+4,"GCP, SQL, dbt, Deep Learning, Machine Learning, NLP",735.0,Hybride,5,2024-04,2024Q2,Stage,True
1866,2024-06-27,Data Scientist,Ekimetrics,Paris,CDI,DeepTech,Bac+5,"Hugging Face, LLM, API REST, Tableau",71553.0,Non,0,2024-06,2024Q2,Data Science,False
1867,2023-08-13,NLP Engineer,BlaBlaCar,Paris,CDI,MarTech,Bac+5,"Deep Learning, Computer Vision, RAG, Airflow",68465.0,Hybride,0,2023-08,2023Q3,Data Engineering,False
1868,2023-12-06,NLP Engineer,Withings,Paris,Stage,RetailTech,Bac+3,"Python, SQL, API REST, Hugging Face, Azure, RAG",1091.0,Non,3,2023-12,2023Q4,Data Engineering,True
1869,2024-04-12,Stagiaire Data Science,Kayrros,Paris,CDD,E-commerce,Bac+5,"PyTorch, SQL, Docker, Tableau, AWS",50930.0,Hybride,2,2024-04,2024Q2,Stage,False
1870,2024-01-09,NLP Engineer,Mistral AI,Paris,Stage,EdTech,Bac+5,"Power BI, SQL, Kubernetes, API REST, Airflow, PyTorch",1123.0,Non,2,2024-01,2024Q1,Data Engineering,True
1871,2024-05-25,Business Intelligence Analyst,Swile,Paris,CDI,EdTech,Bac+5,"API REST, Scikit-learn, Kubernetes, LLM, Python, RAG",52579.0,Non,0,2024-05,2024Q2,Data Analysis,False
1872,2023-12-16,Data Engineer,Alan,Lyon,CDI,DeepTech,Bac+8 (PhD),"Hugging Face, Python, Power BI, TensorFlow, Spark, dbt, Airflow",51836.0,Oui,5,2023-12,2023Q4,Data Engineering,False
1873,2023-09-04,ML Engineer,BlaBlaCar,Toulouse,Stage,MarTech,Bac+5,"Kubernetes, GCP, Docker, SQL, Deep Learning, Tableau",666.0,Oui,0,2023-09,2023Q3,ML Engineering,True
1874,2024-06-08,Data Scientist,PhotoRoom,Paris,CDI,SaaS,Bac+3,"PyTorch, API REST, Deep Learning, Git, TensorFlow, Docker",69445.0,Non,2,2024-06,2024Q2,Data Science,False
1875,2024-06-24,Stagiaire ML,Alan,Nantes,CDI,FinTech,Bac+5,"Docker, Tableau, TensorFlow, Kubernetes, Hugging Face, Machine Learning",43514.0,Oui,0,2024-06,2024Q2,Stage,False
1876,2024-06-15,ML Engineer,Kayrros,Toulouse,Stage,E-commerce,Bac+4,"GCP, Deep Learning, Machine Learning, dbt, Computer Vision",675.0,Hybride,5,2024-06,2024Q2,ML Engineering,True
1877,2024-03-26,NLP Engineer,Mistral AI,Lille,Stage,HealthTech,Bac+4,"Python, API REST, LLM",849.0,Non,3,2024-03,2024Q1,Data Engineering,True
1878,2023-08-17,MLOps Engineer,Owkin,Lille,Stage,RetailTech,Bac+8 (PhD),"NLP, GCP, API REST, LLM, TensorFlow, Pandas",1102.0,Hybride,3,2023-08,2023Q3,ML Engineering,True
1879,2024-05-26,Business Intelligence Analyst,PhotoRoom,Paris,CDI,DeepTech,Bac+5,"Python, Airflow, Scikit-learn, TensorFlow, Power BI, Git",59379.0,Oui,0,2024-05,2024Q2,Data Analysis,False
1880,2024-06-08,Stagiaire ML,Payfit,Paris,CDI,EdTech,Bac+3,"PyTorch, SQL, Pandas",66479.0,Oui,5,2024-06,2024Q2,Stage,False
1881,2024-02-02,Computer Vision Engineer,Alan,Paris,CDI,E-commerce,Bac+5,"Spark, Power BI, dbt, GCP, RAG",57414.0,Oui,2,2024-02,2024Q1,Data Engineering,False
1882,2024-03-17,MLOps Engineer,PhotoRoom,Paris,CDI,EdTech,Bac+5,"Azure, PyTorch, dbt, Airflow, Computer Vision",58415.0,Oui,0,2024-03,2024Q1,ML Engineering,False
1883,2024-01-02,Stagiaire Data Analyst,Dataiku,Paris,Stage,FinTech,Bac+4,"GCP, Spark, Computer Vision, Kubernetes, Airflow, dbt, Azure",651.0,Hybride,2,2024-01,2024Q1,Data Analysis,True
1884,2023-07-10,AI Researcher,Shift Technology,Paris,CDI,LegalTech,Bac+5,"Azure, dbt, Docker, Scikit-learn, Kubernetes",84415.0,Oui,0,2023-07,2023Q3,Recherche IA,False
1885,2024-01-02,ML Engineer,Back Market,Paris,Stage,SaaS,Bac+5,"TensorFlow, GCP, Scikit-learn, Docker",843.0,Hybride,3,2024-01,2024Q1,ML Engineering,True
1886,2023-12-06,Stagiaire ML,Ekimetrics,Paris,CDI,LegalTech,Bac+8 (PhD),"Scikit-learn, API REST, Tableau",58637.0,Hybride,1,2023-12,2023Q4,Stage,False
1887,2023-10-01,Stagiaire Data Analyst,Back Market,Paris,CDI,E-commerce,Bac+4,"NLP, PyTorch, Python, Pandas",66181.0,Non,5,2023-10,2023Q4,Data Analysis,False
1888,2023-10-18,ML Engineer,Mistral AI,Lyon,CDD,E-commerce,Bac+5,"NLP, dbt, GCP",72827.0,Oui,0,2023-10,2023Q4,ML Engineering,False
1889,2023-12-22,Stagiaire Data Science,Dataiku,Paris,Stage,DeepTech,Bac+5,"Spark, SQL, Airflow, Kubernetes, Azure, Pandas",978.0,Hybride,0,2023-12,2023Q4,Stage,True
1890,2024-03-05,Business Intelligence Analyst,Withings,Paris,CDI,FinTech,Bac+5,"Computer Vision, TensorFlow, Airflow, Hugging Face, Spark, Kubernetes, Azure",56143.0,Oui,5,2024-03,2024Q1,Data Analysis,False
1891,2023-10-07,Stagiaire Data Analyst,Alan,Lyon,Stage,SaaS,Bac+5,"Computer Vision, Machine Learning, GCP",668.0,Non,3,2023-10,2023Q4,Data Analysis,True
1892,2023-10-24,AI Researcher,Doctolib,Grenoble,CDI,EdTech,Bac+3,"Machine Learning, Power BI, dbt, PyTorch, Airflow, Azure, Hugging Face",87195.0,Non,2,2023-10,2023Q4,Recherche IA,False
1893,2023-09-09,Data Scientist,Swile,Paris,CDD,E-commerce,Bac+5,"Pandas, LLM, dbt, Machine Learning, NLP, Hugging Face, API REST",49687.0,Oui,0,2023-09,2023Q3,Data Science,False
1894,2023-09-18,Stagiaire Data Analyst,Back Market,Bordeaux,CDI,SaaS,Bac+4,"Spark, Azure, Hugging Face, Deep Learning, TensorFlow",35334.0,Hybride,3,2023-09,2023Q3,Data Analysis,False
1895,2023-08-09,Stagiaire Data Analyst,ManoMano,Lyon,Stage,DeepTech,Bac+5,"LLM, Git, Tableau, Hugging Face, RAG",1150.0,Hybride,3,2023-08,2023Q3,Data Analysis,True
1896,2023-11-29,MLOps Engineer,Withings,Paris,Stage,MarTech,Bac+4,"API REST, GCP, Hugging Face, SQL",601.0,Non,3,2023-11,2023Q4,ML Engineering,True
1897,2023-08-21,Stagiaire ML,Shift Technology,Lyon,CDI,EdTech,Bac+5,"NLP, Deep Learning, Airflow, Scikit-learn",51698.0,Non,0,2023-08,2023Q3,Stage,False
1898,2024-03-16,Data Scientist,Alan,Paris,CDI,EdTech,Bac+5,"Git, Hugging Face, LLM",42681.0,Oui,1,2024-03,2024Q1,Data Science,False
1899,2024-04-02,ML Engineer,Swile,Grenoble,Stage,RetailTech,Bac+8 (PhD),"LLM, Azure, Spark, RAG",671.0,Hybride,0,2024-04,2024Q2,ML Engineering,True
1900,2024-03-26,Data Engineer,Alan,Paris,CDI,RetailTech,Bac+4,"Deep Learning, TensorFlow, API REST, Azure, LLM, NLP, Python",74897.0,Hybride,0,2024-03,2024Q1,Data Engineering,False
1901,2023-07-20,ML Engineer,Shift Technology,Paris,Stage,HealthTech,Bac+8 (PhD),"Computer Vision, SQL, GCP, RAG, LLM, Pandas, PyTorch",948.0,Oui,0,2023-07,2023Q3,ML Engineering,True
1903,2023-12-20,NLP Engineer,Mirakl,Paris,CDI,E-commerce,Bac+4,"SQL, Python, Computer Vision",47527.0,Hybride,2,2023-12,2023Q4,Data Engineering,False
1904,2024-05-12,Stagiaire ML,Doctolib,Paris,Freelance,DeepTech,Bac+5,"Deep Learning, Python, LLM, Machine Learning, Docker, Pandas",498.0,Oui,1,2024-05,2024Q2,Stage,False
1905,2023-09-06,Data Scientist,Younited,Bordeaux,CDI,HealthTech,Bac+5,"LLM, Docker, Kubernetes, Azure",73849.0,Hybride,3,2023-09,2023Q3,Data Science,False
1906,2024-05-01,Data Scientist,BlaBlaCar,Paris,CDD,EdTech,Bac+5,"Airflow, Power BI, LLM, Azure, TensorFlow, Pandas",41289.0,Non,3,2024-05,2024Q2,Data Science,False
1907,2024-01-09,Business Intelligence Analyst,Mistral AI,Lyon,CDI,SaaS,Bac+5,"SQL, Python, Pandas",70587.0,Non,0,2024-01,2024Q1,Data Analysis,False
1908,2023-09-17,Data Scientist,Swile,Bordeaux,Freelance,HealthTech,Bac+5,"Airflow, Kubernetes, Git, RAG, Tableau",595.0,Non,0,2023-09,2023Q3,Data Science,False
1909,2023-09-22,Stagiaire ML,Contentsquare,Rennes,CDI,EdTech,Bac+3,"Power BI, AWS, Tableau",61694.0,Oui,0,2023-09,2023Q3,Stage,False
1910,2023-10-01,Data Scientist,Mistral AI,Lyon,CDI,SaaS,Bac+3,"dbt, Docker, Machine Learning, GCP, Spark, Git",37253.0,Hybride,1,2023-10,2023Q4,Data Science,False
1911,2024-06-19,Data Analyst,Payfit,Paris,CDI,FinTech,Bac+4,"Hugging Face, RAG, Airflow, API REST, NLP, SQL",52532.0,Non,3,2024-06,2024Q2,Data Analysis,False
1912,2024-05-15,Data Engineer,Alan,Lyon,CDI,E-commerce,Bac+4,"Power BI, LLM, Pandas, Docker, Git, TensorFlow",55583.0,Hybride,3,2024-05,2024Q2,Data Engineering,False
1913,2023-09-23,Stagiaire Data Science,Younited,Paris,CDI,E-commerce,Bac+4,"Tableau, PyTorch, API REST, Hugging Face, Scikit-learn, Python, Computer Vision",37889.0,Non,3,2023-09,2023Q3,Stage,False
1914,2024-02-10,MLOps Engineer,Doctolib,Toulouse,CDI,FinTech,Bac+5,"Azure, RAG, Deep Learning, NLP, Computer Vision, AWS, Machine Learning",65096.0,Non,3,2024-02,2024Q1,ML Engineering,False
1915,2023-07-23,NLP Engineer,Swile,Lyon,Stage,DeepTech,Bac+5,"dbt, Scikit-learn, Machine Learning, RAG",886.0,Oui,5,2023-07,2023Q3,Data Engineering,True
1916,2024-01-27,Stagiaire Data Science,Doctolib,Lyon,CDI,SaaS,Bac+5,"TensorFlow, Python, Machine Learning, Power BI",66115.0,Hybride,3,2024-01,2024Q1,Stage,False
1917,2024-01-03,Stagiaire Data Science,ManoMano,Paris,CDI,MarTech,Bac+5,"PyTorch, Tableau, Python, Docker, Machine Learning, LLM, GCP",60712.0,Oui,0,2024-01,2024Q1,Stage,False
1918,2024-06-11,Computer Vision Engineer,Swile,Paris,CDD,EdTech,Bac+5,"Kubernetes, Computer Vision, Deep Learning, Scikit-learn, NLP",65791.0,Hybride,0,2024-06,2024Q2,Data Engineering,False
1919,2023-10-30,Stagiaire Data Analyst,PhotoRoom,Paris,CDD,HealthTech,Bac+5,"NLP, Docker, Tableau, Hugging Face",55705.0,Oui,3,2023-10,2023Q4,Data Analysis,False
1920,2024-02-13,Stagiaire Data Analyst,Contentsquare,Marseille,Stage,EdTech,Bac+3,"TensorFlow, Airflow, Machine Learning, Hugging Face, RAG, Tableau, API REST",644.0,Oui,0,2024-02,2024Q1,Data Analysis,True
1921,2024-05-08,ML Engineer,Kayrros,Paris,Freelance,MarTech,Bac+5,"NLP, Kubernetes, Computer Vision, RAG, Machine Learning, Scikit-learn, SQL",646.0,Non,0,2024-05,2024Q2,ML Engineering,False
1922,2023-11-23,Data Analyst,Contentsquare,Bordeaux,CDI,E-commerce,Bac+4,"dbt, AWS, Docker, API REST, NLP, SQL, Kubernetes",64889.0,Oui,0,2023-11,2023Q4,Data Analysis,False
1923,2024-02-15,Stagiaire Data Science,ManoMano,Toulouse,CDI,FinTech,Bac+5,"TensorFlow, dbt, NLP, Python",37894.0,Hybride,0,2024-02,2024Q1,Stage,False
1924,2023-10-28,Data Analyst,Swile,Paris,CDI,RetailTech,Bac+5,"Spark, GCP, Kubernetes, Power BI, Airflow, SQL",72440.0,Oui,0,2023-10,2023Q4,Data Analysis,False
1925,2024-03-30,AI Researcher,Kayrros,Lyon,CDI,FinTech,Bac+4,"PyTorch, Computer Vision, API REST, LLM, Hugging Face, Kubernetes",67039.0,Oui,0,2024-03,2024Q1,Recherche IA,False
1926,2023-10-31,Computer Vision Engineer,Owkin,Bordeaux,Alternance,RetailTech,Bac+5,"Azure, Computer Vision, PyTorch, GCP, Airflow, Scikit-learn, Spark",1516.0,Non,0,2023-10,2023Q4,Data Engineering,False
1927,2023-12-06,NLP Engineer,Back Market,Paris,CDI,FinTech,Bac+5,"API REST, dbt, Python, NLP, Machine Learning, SQL, Git",57167.0,Oui,0,2023-12,2023Q4,Data Engineering,False
1928,2024-02-26,Stagiaire Data Science,Owkin,Nantes,CDI,MarTech,Bac+5,"Python, Hugging Face, PyTorch, Scikit-learn, Deep Learning",36337.0,Oui,2,2024-02,2024Q1,Stage,False
1929,2023-10-08,Data Analyst,Swile,Paris,CDI,FinTech,Bac+8 (PhD),"Git, dbt, Spark",37895.0,Hybride,0,2023-10,2023Q4,Data Analysis,False
1930,2024-01-05,Data Engineer,Contentsquare,Grenoble,CDI,MarTech,Bac+8 (PhD),"SQL, Scikit-learn, Machine Learning",52036.0,Hybride,0,2024-01,2024Q1,Data Engineering,False
1931,2024-06-12,Data Scientist,Withings,Lille,Stage,E-commerce,Bac+5,"Airflow, GCP, Azure, Machine Learning, Computer Vision, RAG",603.0,Hybride,1,2024-06,2024Q2,Data Science,True
1932,2024-04-18,Stagiaire ML,Swile,Paris,Freelance,DeepTech,Bac+5,"Spark, Azure, TensorFlow, RAG, Computer Vision",438.0,Hybride,3,2024-04,2024Q2,Stage,False
1933,2024-02-11,Stagiaire Data Science,Kayrros,Paris,Freelance,EdTech,Bac+4,"Power BI, dbt, TensorFlow, Hugging Face",611.0,Non,0,2024-02,2024Q1,Stage,False
1934,2024-02-22,NLP Engineer,Shift Technology,Toulouse,CDI,SaaS,Bac+5,"Hugging Face, Git, Computer Vision",38503.0,Oui,1,2024-02,2024Q1,Data Engineering,False
1935,2023-11-22,MLOps Engineer,Owkin,Paris,Freelance,FinTech,Bac+3,"Pandas, API REST, Git",666.0,Non,1,2023-11,2023Q4,ML Engineering,False
1936,2024-01-12,Data Scientist,Mirakl,Paris,Stage,DeepTech,Bac+4,"dbt, API REST, LLM, AWS",1042.0,Oui,5,2024-01,2024Q1,Data Science,True
1937,2024-03-14,ML Engineer,Doctolib,Paris,CDI,SaaS,Bac+5,"Scikit-learn, Docker, Pandas",41851.0,Non,3,2024-03,2024Q1,ML Engineering,False
1938,2024-03-27,Data Engineer,Kayrros,Lyon,CDI,E-commerce,Bac+5,"TensorFlow, Power BI, Computer Vision, SQL, Tableau",41331.0,Non,0,2024-03,2024Q1,Data Engineering,False
1939,2024-01-31,Stagiaire ML,Withings,Paris,CDI,E-commerce,Bac+5,"Scikit-learn, Pandas, RAG, LLM, Spark, Airflow",44888.0,Hybride,0,2024-01,2024Q1,Stage,False
1940,2023-09-21,MLOps Engineer,Withings,Nantes,CDI,DeepTech,Bac+4,"PyTorch, Kubernetes, Spark, Tableau, Azure",70673.0,Oui,3,2023-09,2023Q3,ML Engineering,False
1941,2023-10-11,Data Scientist,Dataiku,Paris,Stage,DeepTech,Bac+5,"Kubernetes, SQL, Scikit-learn, Airflow, GCP",835.0,Non,2,2023-10,2023Q4,Data Science,True
1942,2024-05-05,Stagiaire Data Science,ManoMano,Lyon,Stage,RetailTech,Bac+5,"dbt, Machine Learning, Tableau, PyTorch, Pandas",770.0,Hybride,0,2024-05,2024Q2,Stage,True
1943,2023-09-09,Stagiaire Data Science,BlaBlaCar,Lyon,CDI,HealthTech,Bac+5,"LLM, Kubernetes, API REST",55156.0,Oui,2,2023-09,2023Q3,Stage,False
1944,2023-11-06,Stagiaire Data Analyst,Younited,Paris,CDI,HealthTech,Bac+3,"Git, Python, AWS, Hugging Face, Deep Learning",48369.0,Oui,0,2023-11,2023Q4,Data Analysis,False
1945,2023-07-27,Computer Vision Engineer,Withings,Toulouse,CDI,SaaS,Bac+5,"Tableau, Deep Learning, Hugging Face, AWS, Python, TensorFlow, Kubernetes",70892.0,Hybride,2,2023-07,2023Q3,Data Engineering,False
1946,2024-05-24,Data Scientist,Mirakl,Paris,CDI,MarTech,Bac+3,"PyTorch, Azure, Python, Tableau",70168.0,Oui,1,2024-05,2024Q2,Data Science,False
1947,2024-03-03,AI Researcher,Owkin,Paris,Freelance,RetailTech,Bac+8 (PhD),"AWS, PyTorch, Python",66968.0,Oui,2,2024-03,2024Q1,Recherche IA,False
1948,2024-01-07,Business Intelligence Analyst,BlaBlaCar,Paris,CDI,HealthTech,Bac+4,"dbt, SQL, Python, PyTorch, Power BI, Git, Machine Learning",56957.0,Non,0,2024-01,2024Q1,Data Analysis,False
1949,2024-04-09,Stagiaire ML,Kayrros,Lyon,CDI,SaaS,Bac+3,"dbt, Azure, AWS, RAG",64085.0,Hybride,3,2024-04,2024Q2,Stage,False
1950,2023-08-22,Business Intelligence Analyst,Qonto,Paris,Freelance,HealthTech,Bac+4,"Scikit-learn, Docker, SQL",493.0,Non,5,2023-08,2023Q3,Data Analysis,False
1951,2024-06-29,Data Engineer,Doctolib,Paris,CDI,MarTech,Bac+4,"Scikit-learn, Hugging Face, LLM, SQL",74454.0,Hybride,0,2024-06,2024Q2,Data Engineering,False
1952,2024-03-21,Data Engineer,Withings,Paris,CDI,LegalTech,Bac+5,"SQL, Python, Tableau",63778.0,Non,5,2024-03,2024Q1,Data Engineering,False
1953,2023-09-02,Data Scientist,Kayrros,Paris,CDI,MarTech,Bac+3,"GCP, RAG, Deep Learning, Python",43924.0,Oui,0,2023-09,2023Q3,Data Science,False
1954,2023-11-23,Data Engineer,Back Market,Paris,CDI,EdTech,Bac+5,"SQL, Computer Vision, Hugging Face, Docker, Machine Learning, Azure",44197.0,Hybride,3,2023-11,2023Q4,Data Engineering,False
1955,2023-08-12,Data Analyst,Back Market,Lille,CDI,MarTech,Bac+5,"Azure, Kubernetes, Hugging Face, PyTorch",71238.0,Non,0,2023-08,2023Q3,Data Analysis,False
1956,2023-09-21,Business Intelligence Analyst,Dataiku,Paris,CDI,DeepTech,Bac+5,"Kubernetes, TensorFlow, SQL, dbt, Tableau, Machine Learning, GCP",51474.0,Non,3,2023-09,2023Q3,Data Analysis,False
1957,2023-11-17,Stagiaire Data Science,ManoMano,Nantes,CDI,DeepTech,Bac+5,"Azure, Python, Tableau",72764.0,Hybride,0,2023-11,2023Q4,Stage,False
1958,2024-02-16,Data Analyst,Qonto,Paris,Stage,E-commerce,Bac+5,"Tableau, GCP, Scikit-learn, NLP, Airflow, SQL, Spark",720.0,Non,5,2024-02,2024Q1,Data Analysis,True
